clip_sequence,cum_clip,min_id,max_id,skill,problem_id,user_id,assignment_id,assistment_id,avg_attemptCount,avg_bottomHint,avg_correct,avg_frIsHelpRequest,avg_frPast5HelpRequest,avg_frPast5WrongCount,avg_frPast8HelpRequest,avg_frPast8WrongCount,avg_frWorkingInSchool,avg_hint,avg_hintCount,avg_hintTotal,avg_original,avg_past8BottomOut,avg_scaffold,avg_stlHintUsed,avg_timeSinceSkill,avg_timeTaken,avg_totalFrAttempted,avg_totalFrPastWrongCount,avg_totalFrPercentPastWrong,avg_totalFrSkillOpportunities,avg_totalFrTimeOnSkill,max_attemptCount,max_bottomHint,max_correct,max_frIsHelpRequest,max_frPast5HelpRequest,max_frPast5WrongCount,max_frPast8HelpRequest,max_frPast8WrongCount,max_frWorkingInSchool,max_hint,max_hintCount,max_hintTotal,max_original,max_past8BottomOut,max_scaffold,max_stlHintUsed,max_timeSinceSkill,max_timeTaken,max_totalFrAttempted,max_totalFrPastWrongCount,max_totalFrPercentPastWrong,max_totalFrSkillOpportunities,max_totalFrTimeOnSkill,min_attemptCount,min_bottomHint,min_correct,min_frIsHelpRequest,min_frPast5HelpRequest,min_frPast5WrongCount,min_frPast8HelpRequest,min_frPast8WrongCount,min_frWorkingInSchool,min_hint,min_hintCount,min_hintTotal,min_original,min_past8BottomOut,min_scaffold,min_stlHintUsed,min_timeSinceSkill,min_timeTaken,min_totalFrAttempted,min_totalFrPastWrongCount,min_totalFrPercentPastWrong,min_totalFrSkillOpportunities,min_totalFrTimeOnSkill,sum_attemptCount,sum_bottomHint,sum_correct,sum_frIsHelpRequest,sum_frPast5HelpRequest,sum_frPast5WrongCount,sum_frPast8HelpRequest,sum_frPast8WrongCount,sum_frWorkingInSchool,sum_hint,sum_hintCount,sum_hintTotal,sum_original,sum_past8BottomOut,sum_scaffold,sum_stlHintUsed,sum_timeSinceSkill,sum_timeTaken,sum_totalFrAttempted,sum_totalFrPastWrongCount,sum_totalFrPercentPastWrong,sum_totalFrSkillOpportunities,sum_totalFrTimeOnSkill,confusion,concentration,boredom,frustration,urbanicity
609,34343,62891,62891,10,1660,117636,529060,1660,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.107,21,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.107,21,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.107,21,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.107,21,0,0,0,0,0,1,0,0,3
609,34349,62899,62899,48,1649,117636,529060,1649,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,215.497,29,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,215.497,29,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,215.497,29,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,215.497,29,0,0,0,0,0,1,0,0,3
609,34350,62900,62901,12,1261,117636,529060,1263,1,0,0,0.5,0,0,0,0,1,0,0,0,0.5,0,0.5,0,0,54.4935,30.5,0,0,1,10.903,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,92.101,31,0,0,2,21.806,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.886,30,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,108.987,61,0,0,2,21.806,0,1,0,0,3
609,34351,62902,62904,0,1259,117636,529060,1263,3,0,0.333333333,0,0,0.333333333,0,0.333333333,1,0,0,0,0,0,0,0,0,6.832666667,33,1,0,4,46.425334,4,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,8.748,34,1,0,5,53.144,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.704,32,1,0,3,38.692,9,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,20.498,99,3,0,12,139.276002,0,1,0,0,3
609,34355,62909,62910,9,2201,117636,529060,2201,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0.5,0,0,53.228,39.5,0.5,0,0.5,53.226,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,106.452,40,1,0,1,106.452,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.004,39,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,106.456,79,1,0,1,106.452,0,0,0,1,3
610,34382,62946,62946,94,2685,117636,530283,2685,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,41.39,76,0,0,2,85.172,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,41.39,76,0,0,2,85.172,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,41.39,76,0,0,2,85.172,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,41.39,76,0,0,2,85.172,0,1,0,0,3
610,34383,62947,62948,90,2736,117636,530283,2736,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0.5,0,0,8.0005,77.5,0.5,0,0.5,7.9985,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,15.997,78,1,0,1,15.997,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.004,77,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,16.001,155,1,0,1,15.997,0,1,0,0,3
610,34390,62957,62958,92,239,117636,530282,239,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0.5,0,0,14.6885,87.5,0.5,0,1.5,103.88,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,29.346,88,1,0,2,118.553,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.031,87,0,0,1,89.207,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,29.377,175,1,0,3,207.76,0,1,0,0,3
610,34396,62969,62971,92,9293,117636,530282,1501,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.035666667,100,2,0.14334555,14,256.2446667,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.795,101,2,0.15384616,15,261.133,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.935,99,2,0.13333334,13,250.403,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15.107,300,6,0.43003665,42,768.734,0,1,0,0,3
610,34397,62972,62973,74,4596,117636,530282,4596,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0.5,0,0,25.361,102.5,0.5,0,1.5,44.6245,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,50.719,103,1,0,2,69.984,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.003,102,0,0,1,19.265,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,50.722,205,1,0,3,89.249,0,1,0,0,3
610,34405,62988,62988,92,586,117636,530282,586,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,42.168,118,2,0.10526316,19,403.45102,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,42.168,118,2,0.10526316,19,403.45102,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,42.168,118,2,0.10526316,19,403.45102,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,42.168,118,2,0.10526316,19,403.45102,0,1,0,0,3
610,34407,62990,62990,96,1984,117636,530281,1984,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,42.226,120,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,42.226,120,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,42.226,120,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,42.226,120,0,0,0,0,0,1,0,0,3
610,34411,62994,62994,54,836,117636,530281,836,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.304,124,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.304,124,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.304,124,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.304,124,0,0,0,0,0,1,0,0,3
610,34412,62995,62996,276,1017,117636,530281,1017,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0.5,0,0,13.8605,125.5,0.5,0,3.5,162.315995,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,27.702,126,1,0,4,176.16699,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.019,125,0,0,3,148.465,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,27.721,251,1,0,7,324.63199,0,1,0,0,3
611,34440,63039,63039,94,1697,117636,533217,1697,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24.123,169,0,0,9,317.701,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24.123,169,0,0,9,317.701,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24.123,169,0,0,9,317.701,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24.123,169,0,0,9,317.701,0,1,0,0,3
611,34452,63054,63054,78,965,117636,533216,968,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.018,184,0,0,4,245.282,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.018,184,0,0,4,245.282,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.018,184,0,0,4,245.282,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.018,184,0,0,4,245.282,0,1,0,0,3
611,34458,63064,63064,77,1254,117636,533215,1254,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.516,194,0,0,1,14.65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.516,194,0,0,1,14.65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.516,194,0,0,1,14.65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.516,194,0,0,1,14.65,0,1,0,0,3
611,34466,63077,63077,70,9092,117636,533215,9090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.964,207,3,0.27272728,11,172.07599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.964,207,3,0.27272728,11,172.07599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.964,207,3,0.27272728,11,172.07599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.964,207,3,0.27272728,11,172.07599,0,1,0,0,3
611,34467,63078,63080,74,3596.666667,117636,533215,3596,1.666666667,0,0.333333333,0,0,0.666666667,0,0.666666667,0,0,0,0,0.666666667,0,0.333333333,0,0,9.362666667,209,2.333333333,0.04761905,9,152.4206633,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,23.013,210,4,0.14285715,12,193.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,208,1,0,7,129.577,5,0,1,0,0,2,0,2,0,0,0,0,2,0,1,0,0,28.088,627,7,0.14285715,27,457.26199,0,1,0,0,3
612,34517,63162,63164,51,5949,117636,535260,5949,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.88666667,293,1,0.166666667,3,107.7473267,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.639,294,3,0.5,8,283.98798,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.096,292,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,95.66,879,3,0.5,9,323.24198,0,1,0,0,3
613,34532,63182,63182,93,1647,117636,535259,1647,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.205,312,0,0,2,60.073997,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.205,312,0,0,2,60.073997,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.205,312,0,0,2,60.073997,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.205,312,0,0,2,60.073997,0,1,0,0,3
613,34535,63185,63185,106,991,117636,535258,991,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.446,315,0,0,2,106.518,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.446,315,0,0,2,106.518,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.446,315,0,0,2,106.518,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.446,315,0,0,2,106.518,0,1,0,0,3
614,34666,63351,63351,22,89138,121026,528632,50278,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26.895,14,1,0.33333334,6,941.275,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26.895,14,1,0.33333334,6,941.275,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26.895,14,1,0.33333334,6,941.275,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26.895,14,1,0.33333334,6,941.275,0,1,0,0,3
615,34682,63367,63367,48,1149,121108,529057,1149,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,92.491,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,92.491,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,92.491,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,92.491,3,0,0,0,0,0,1,0,0,3
615,34684,63369,63370,37,2207,121108,529057,2209,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,0.5,0,0.5,0,0,6.241,5.5,0.5,0,0.5,15.158,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,12.43,6,1,0,1,30.316,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052,5,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,12.482,11,1,0,1,30.316,0,1,0,0,3
615,34690,63378,63386,114,127342.6667,121108,528516.2222,69667.55556,1.111111111,0,0.777777778,0,0,0.111111111,0,0.111111111,0.222222222,0,0,0,1,0,0.111111111,0,0,31.40222222,18,0.111111111,0,0.333333333,60.44455556,2,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,282.561,22,1,0,1,282.561,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.003,14,0,0,0,0,10,0,7,0,0,1,0,1,2,0,0,0,9,0,1,0,0,282.62,162,1,0,3,544.001,0,1,0,0,3
615,34703,63410,63412,69,2697,121108,530279,2698,2,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0,1,1,2,3,0,0,0,0.333333333,0,9.912333333,47,0,0,5,44.856334,3,1,0,1,1,0,1,0,1,1,3,3,0,0,0,1,0,21.601,48,0,0,6,55.734,1,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,2.62,46,0,0,4,28.617,6,1,0,1,1,0,1,0,3,3,6,9,0,0,0,1,0,29.737,141,0,0,15,134.569002,0,1,0,0,3
615,34704,63413,63413,69,2697,121108,530279,2698,4,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,12.635,49,0,0,7,58.354,4,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,12.635,49,0,0,7,58.354,4,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,12.635,49,0,0,7,58.354,4,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,12.635,49,0,0,7,58.354,0,1,0,0,3
615,34709,63429,63434,94,2734.333333,121108,530279,2736,2.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0,0.333333333,0,1,0.833333333,2,3,0,0,0,0.333333333,0,3.375166667,67.5,3,0.099415207,17.5,136.9364933,4,1,1,1,1,0,1,0,1,1,3,3,0,0,0,1,0,6.476,70,3,0.33333334,20,145.90298,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1.598,65,3,0,15,127.25,13,1,1,2,2,0,2,0,6,5,12,18,0,0,0,2,0,20.251,405,18,0.59649124,105,821.61896,0,1,0,0,3
615,34711,63437,63441,0,32779,121108,530279,2736,3,0,0.2,0,0,0.2,0,0.2,1,0,0,0,0,0.2,0,0,0,115.175,75,2.8,0.075,10,642.8676,5,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,565.495,77,3,0.375,12,761.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.189,73,2,0,8,187.334,15,0,1,0,0,1,0,1,5,0,0,0,0,1,0,0,0,575.875,375,14,0.375,50,3214.338,0,0,1,0,3
615,34712,63442,63448,40,22967.57143,121108,530279,4415.571429,2,0.142857143,0.285714286,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,1,0.428571429,1.285714286,1.714285714,0.428571429,0,0.142857143,0.142857143,0,2.665,81,2.714285714,0.161695456,14.28571429,559.9194557,4,1,1,1,1,1,1,1,1,1,3,3,1,0,1,1,0,5.908,84,3,0.53846157,16,770.76605,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017,78,2,0,13,280.637,14,1,2,1,1,1,1,1,7,3,9,12,3,0,1,1,0,18.655,567,19,1.13186819,100,3919.43619,0,1,1,0,3
615,34714,63453,63453,69,36946,121108,530279,4478,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.308,89,0,0,8,70.989,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.308,89,0,0,8,70.989,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.308,89,0,0,8,70.989,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.308,89,0,0,8,70.989,0,1,0,0,3
615,34719,63466,63471,47,23657.33333,121108,530279,2685,1.666666667,0,0.166666667,0.166666667,0,0.333333333,0,0.333333333,0.5,0.166666667,0.166666667,0.333333333,0.333333333,0,0.166666667,0.166666667,0,11.4835,104.5,3.666666667,0.115120772,27.5,512.757,3,0,1,1,0,1,0,1,1,1,1,2,1,0,1,1,0,51.967,107,4,0.24,32,837.321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,102,3,0,23,156.207,10,0,1,1,0,2,0,2,3,1,1,2,2,0,1,1,0,68.901,627,22,0.69072463,165,3076.542,0,1,0,0,3
615,34720,63472,63476,94,2681.6,121108,530279,2685,2.2,0.4,0.4,0.2,0.4,0,0.4,0,1,0.6,1.8,2,0,0,0,0.2,0,4.4292,110,4,0.042857144,28,225.950608,3,1,1,1,1,0,1,0,1,1,2,2,0,0,0,1,0,8.175,112,4,0.21428572,30,232.17801,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1.985,108,4,0,26,218.207,11,2,2,1,2,0,2,0,5,3,9,10,0,0,0,1,0,22.146,550,20,0.21428572,140,1129.75304,0,1,0,0,3
615,34721,63477,63479,94,2683,121108,530279,2685,2,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0,1,1,2,3,0,0,0,0.333333333,0,4.547666667,114,4,0.064516127,32,247.19834,3,1,0,1,1,0,1,0,1,1,3,3,0,0,0,1,0,9.582,115,4,0.19354838,33,251.307,1,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,1.372,113,4,0,31,240.35301,6,1,0,1,1,0,1,0,3,3,6,9,0,0,0,1,0,13.643,342,12,0.19354838,96,741.59502,0,1,0,0,3
615,34724,63485,63487,45,4483.666667,121108,530279,4486,2.333333333,0,0.333333333,0.333333333,1,0,1,0,1,0.666666667,2,3,0,0.333333333,0,0.333333333,0,7.451,122,0.666666667,0.083333333,7,151.6449967,4,0,1,1,2,0,2,0,1,1,3,3,0,1,0,1,0,17.438,123,1,0.25,12,175.504,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,2.039,121,0,0,4,106.803,7,0,1,1,3,0,3,0,3,2,6,9,0,1,0,1,0,22.353,366,2,0.25,21,454.93499,0,1,0,0,3
615,34725,63488,63492,70,4484.6,121108,530279,4486,2.6,0.4,0.2,0.2,0.2,0,0.2,0,1,0.8,2.4,3,0,0,0,0.2,0,3.3376,126,2.8,0.034285716,24.2,229.9386,4,1,1,1,1,0,1,0,1,1,3,3,0,0,0,1,0,6.619,128,4,0.17142858,37,266.17,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1.881,124,1,0,6,177.543,13,2,1,1,1,0,1,0,5,4,12,15,0,0,0,1,0,16.688,630,14,0.17142858,121,1149.693,0,1,0,0,3
615,34729,63496,63497,77,1085,121108,533220,1085,1.5,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0,0.5,0,0,153.2855,132.5,0.5,0,0.5,153.2775,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,306.555,133,1,0,1,306.555,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.016,132,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,306.571,265,1,0,1,306.555,0,1,0,0,3
615,34740,63511,63511,0,9186,121108,533220,9183,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.675,147,4,0.27272728,33,838.748,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.675,147,4,0.27272728,33,838.748,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.675,147,4,0.27272728,33,838.748,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.675,147,4,0.27272728,33,838.748,0,1,0,0,3
615,34741,63512,63512,49,9187,121108,533220,9183,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.023,148,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.023,148,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.023,148,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.023,148,0,0,0,0,0,1,0,0,3
615,34742,63513,63513,70,810,121108,533220,810,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32.218,149,1,0.25,4,459.519,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32.218,149,1,0.25,4,459.519,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32.218,149,1,0.25,4,459.519,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32.218,149,1,0.25,4,459.519,0,1,0,0,3
616,34762,63550,63550,0,171,121108,535253,174,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.353,186,4,0.2647059,34,859.423,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.353,186,4,0.2647059,34,859.423,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.353,186,4,0.2647059,34,859.423,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.353,186,4,0.2647059,34,859.423,0,1,0,0,3
616,34767,63560,63560,24,4464,121108,535253,4468,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.387,196,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.387,196,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.387,196,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.387,196,0,0,1,0,0,0,1,0,3
616,34768,63561,63561,42,4465,121108,535253,4468,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.075,197,2,0.33333334,9,143.20801,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.075,197,2,0.33333334,9,143.20801,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.075,197,2,0.33333334,9,143.20801,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.075,197,2,0.33333334,9,143.20801,0,0,1,0,3
616,34769,63562,63562,312,4466,121108,535253,4468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.999,198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.999,198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.999,198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.999,198,0,0,0,0,0,0,1,0,3
616,34770,63563,63564,203,4466.5,121108,535253,4468,1.5,0,1,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,15.149,199.5,2.5,0.15789473,10,211.665,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,20.978,200,4,0.31578946,19,351.331,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32,199,1,0,1,71.999,3,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,30.298,399,5,0.31578946,20,423.33,0,0,1,0,3
616,34773,63572,63575,0,1267,121108,535253,1271,2.5,0.25,0.25,0.25,0.25,0,0.25,0,0,0.75,2.25,3,0,0,0,0.25,0,3.8505,209.5,5,0.067073175,42.5,936.4944475,4,1,1,1,1,0,1,0,0,1,3,3,0,0,0,1,0,4.966,211,5,0.2682927,44,941.60596,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1.644,208,5,0,41,930.93195,10,1,1,1,1,0,1,0,0,3,9,12,0,0,0,1,0,15.402,838,20,0.2682927,170,3745.97779,0,0,1,0,3
616,34774,63576,63576,42,1268,121108,535253,1271,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17.787,212,3,0.33333334,12,217.63501,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17.787,212,3,0.33333334,12,217.63501,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17.787,212,3,0.33333334,12,217.63501,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17.787,212,3,0.33333334,12,217.63501,0,0,1,0,3
616,34775,63577,63577,42,1268,121108,535253,1271,2,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,48.721,213,4,0,13,235.42201,2,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,48.721,213,4,0,13,235.42201,2,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,48.721,213,4,0,13,235.42201,2,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,48.721,213,4,0,13,235.42201,0,0,1,0,3
616,34776,63578,63580,42,1268,121108,535253,1271,4,0.333333333,0,0,0,0,0,0,0,1,2,3,0,0,0,0.333333333,0,31.397,215,4,0,15,345.0636667,5,1,0,0,0,0,0,0,0,1,3,3,0,0,0,1,0,90.453,216,4,0,16,376.452,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1.856,214,4,0,14,284.143,12,1,0,0,0,0,0,0,0,3,6,9,0,0,0,1,0,94.191,645,12,0,45,1035.191,0,0,1,0,3
616,34777,63581,63584,42,1268.75,121108,535253,1271,3,0.25,0.5,0.25,0.25,0,0.25,0,0,0.5,2,2.25,0,0,0,0.25,0,6.308,218.5,4,0.083333335,18.5,390.181245,6,1,1,1,1,0,1,0,0,1,3,3,0,0,0,1,0,11.687,220,4,0.33333334,20,398.09,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3.81,217,4,0,17,378.33398,12,1,2,1,1,0,1,0,0,2,8,9,0,0,0,1,0,25.232,874,16,0.33333334,74,1560.72498,0,1,1,0,3
